Website,Job Title,Category,Company,Date Posted,Location,Status,Education,Job Description,Min Salary,Max Salary,Min Years of Work Experience,Max Years of Work Experience,Field
Pinoy Jobs,Property Custodian/Building and Warehouse Administrator,"Jobs in Engineering, Construction & Electrical",Dominic and Sons Realty and Development Corporation,2015-04-27,Davao City,Full Time,Not Specified,"Educational/Skills Requirements:– Must be a LICENSED Electrical or Civil Engineer;– With relevant experience in Building Administration, preferred but not required;– Must have a driver’s license (company owned-car);– Must have good oral and written English skills;– Must be a team player;– Fresh graduates and entry level applicants are welcome to apply;Key Roles:Property Custodian – Responsible for ensuring the effective administration and custody of all properties.Building/Warehouse Administrator – Responsible in the supervision of maintenance services to ensure the proper upkeep of the building, including its amenities, utilities and equipment in accordance with company standards of safety, cleanliness and orderliness.",Confidential,Confidential,Not Specified,Not Specified,Engineering
Pinoy Jobs,CIVIL ENGINEER (QUANTITY SURVEYOR),"Jobs in Engineering, Construction & Electrical",R.A IGNACIO CONSTRUCTION,2015-04-24,Quezon City,Not Specified,Not Specified,Quantity SurveyorQualifications:*Not more than 35 years old*Male or Female*Civil Engineer Licensed*Fresh graduates are welcome to applySkills or Specialization:*Auto Cad / Primavera /Excel*With knowledge in bidding processBenefits:*Qualified candidates will receive an above minimum salary package.*Yearly Bonus.,Not Specified,Not Specified,35,35,Engineering
Pinoy Jobs,Geodetic Engineer / Surveyor,"Jobs in Engineering, Construction & Electrical",DHN Construction and Development Corp.,2015-04-23,Quezon City,Full Time,Not Specified,"Geodetic Engineer/SurveyorQUALIFICATIONS:1. Preferably with at least 6 months to 1 year work experience in construction industry2. Fresh graduates are welcome to apply if they have undergone an On-the-Job TrainingREQUIREMENTS:1. ResumeDHN CONSTRUCTION AND DEVELOPMENT CORPORATIONThe concept in which DHN CONSTRUCTION AND DEVELOPMENT CORPORATION (DCDC) was formed is basically that a construction company must be able to build with speed when needed by a client or pace construction time according to the constraints under which a client has to operate. Secondly, we anticipate the rapidly growing demand for small, medium and large development projects due to the unprecedented construction boom brought by the resurging economy.Our Principals, Managers and Core Staff have a distinct and impeccable track record in the project delivery of multi-disciplines construction endeavors. Individually, our Managers and Engineers were instrumental in the successful completion of Gulf Coordinating Council Headquarters Building in Riyadh, National Guard City in Riyadh, Aramco Housing Project in Dhahran, Abqaiq, Ras Tanura all in Saudi Arabia.","P13,000 to P16,000 with allowances","P13,000 to P16,000 with allowances",6,1,Engineering
Pinoy Jobs,Production Lead Man,"Jobs in Engineering, Construction & Electrical","All Waste Services, Inc.",2015-04-23,"KM 32 McArthur Highway, Tuktukan, Guiguinto, Bulacan",Full Time,Not Specified,"*Engineering Graduates (Civil, Industrial, Chemical and General Engineering)*Preferably Fresh Graduates*Have a good sense of LEADERSHIP",Negotiable,Negotiable,Not Specified,Not Specified,Engineering
Pinoy Jobs,ELECTRICAL SUPERVISOR,"Jobs in Engineering, Construction & Electrical","Dempsey Resource management, INC.",2015-04-15,Quezon City,Full Time,Not Specified,"-Male-30-35 years old-Registered Electrical Engineer-With 5 year experienced in construction fit-out-Can manage people-Proficient with email, Microsoft Office and Auto Cadd-Depth knowledge on electrical cost estimate and design___________________________________________________________________________________________Interested applicants may send their resume/cv in DOC FILE with PICTURE attached and INDICATE THE POSITION & LOCATION you’re applying for in the subject field to be prioritized. Send CVs in DOC FILE with PICTURE first *protected email*, Interview by APPOINTMENT only.Ms. Irish BelenHR- Sourcing SpecialistDempsey Resource Management Inc.(Formerly Aurora Resource)Mobile: 09167804864Tel:(02)3523115Email: *protected email*Website: www.dempsey091.com.ph",35000,"35,000",5,5,Engineering
Pinoy Jobs,Mechanical Coordinator,"Jobs in Engineering, Construction & Electrical",MONOLITH CONSTRUCTION AND DEVELOPMENT CORPORATION,2015-04-14,Marikina City,Full Time,Not Specified,"-30 to 45 years old– Mechanical Engineering Graduate (preferably board passer)– with atleast 5 years work experience in construction, equipment and trucking industry.– Flexible– with good communication skill",Not Specified,Not Specified,30,45,Engineering
Pinoy Jobs,Mechanical Engineer,"Jobs in Engineering, Construction & Electrical",Specified Contractors and Development Inc.,2015-04-14,Quezon City,Full Time,Not Specified,"Manages the planning, design, construction and maintenance of various mechanical systems in buildings and structures; ensures compliance with relevant building codes and safety regulations.Qualifications:– Licensed Mechanical Engineer or equivalent; preferably 35 years old and above.– Must come from a Triple A construction firm or from a reputable construction company.– has proven technical competence in all aspects of his/her discipline for the latest five(5) years.– Familiar with a variety of the field’s concepts, practice and procedure.– Computer literate (Autocadd, Primavera, MS Project)– Capable in managing huge number of people– has good communication skills",Not Specified,Not Specified,35,35,Engineering
Pinoy Jobs,Technical Support Staff,"Jobs in Engineering, Construction & Electrical","Super-Aire Refrigeration & Contractors, Inc",2015-04-13,Quezon City,Full Time,Not Specified,Preferably MaleGraduate of Refrigeration and Air ConditioningNewly graduate or with working experienceTesda Certified is an advantageWith Good Moral CharacterHighly motivatedGraduate from a reputable school is an advantage,Negotiable,Negotiable,Not Specified,Not Specified,Engineering
Pinoy Jobs,Mechanical Engineer,"Jobs in Engineering, Construction & Electrical","Super-Aire Refrigeration & Contractors, Inc",2015-04-13,Quezon City,Full Time,Not Specified,Preferably female.With Licensed as Mechanical Engineer21 to 28 years oldWith or without working experienceWith knowledge in AUTOCadWith good moral characterHighly motivatedGraduate in a reputable school is an advantage,Negotiable,Negotiable,21,28,Engineering
Pinoy Jobs,Structural Steel Detailer Trainee,"Jobs in Engineering, Construction & Electrical",Far East Steel Detailing Services,2015-04-10,Cainta Rizal,Full Time,Not Specified,"We are currently looking for Structural Steel Detailer Trainee. Must be a Architecture or Civil Engineering Graduate or equivalent. Not more than 25 years of age, filipino citizen. Willing to undergo 3 months training process.Preferrably living near Cainta Rizal.",Not Specified,Not Specified,25,25,Engineering
Pinoy Jobs,Urgent Hiring!,"Jobs in Engineering, Construction & Electrical",FRANCES BUILDERS CORPORATION,2015-04-09,Lot 2 Block 36 Riverside Street Modesta Village San Mateo Rizal,Full Time,Not Specified,"25 – 35 yrs old, maleunder graduate or fresh graduate of Civil engineering coursewith or without experience",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Pinoy Jobs,AutoCad Operator,"Jobs in Engineering, Construction & Electrical",MONOLITH CONSTRUCTION AND DEVELOPMENT CORPORATION,2015-04-08,Quezon City,Full Time,Not Specified,-21 to 30 years old-Graduate of B.S Architecture-Fresh graduates are encouraged to apply-with background/familiarization in construction industry-knows AutoCad,Negotiable,Negotiable,21,30,Engineering
Pinoy Jobs,Project Engineer,"Jobs in Engineering, Construction & Electrical",Gomeco Group of Companies,2015-04-01,Pasay/Taguig/Makati,Full Time,Bachelor's Degree,"QualificationsCandidate must possess at least a Bachelor’s/College Degree , Professional License (Passed Board/Bar/Professional License Exam), Engineering (Mechanical), Engineering (Mechatronic/Electromechanical) or equivalent.Required skill(s): Project Management, installation, Technical Service, Management.Candidates must be willing to work in Makati or Pasay CityFull-Time position(s) available.",Not Specified,Not Specified,Not Specified,Not Specified,Engineering
Pinoy Jobs,PROJECT COORDINATOR,"Jobs in Engineering, Construction & Electrical","SEAPAC PHILIPPINES, INC.",2015-03-28,Taguig City,Full Time,Bachelor's Degree,"JOB DESCRIPTION:The Project Coordinator will assist the Project Manager in coordinating the organization, implementation and completion of project management requirements for aluminum and glass installation contracts in accordance with company QMS procedures, policies and work instructions. This includes among others:•Coordinating the design function, submittals, material procurement, factory and delivery coordination and installation of each project with client representatives.•Maintain a mutually respectable relationship with the clients to ensure harmonious and ongoing relations between the companiesQUALIFICATIONS:•Bachelor’s/College Degree in Engineering and Architecture or equivalent•Required language: English and Filipino•At least 2 year(s) of working experience as Project Coordinator in construction industry. Experience in the aluminum window and glass/curtain wall industry is an advantage•Excellent computer skills in MS Word and Excel•Applicants must be willing to work in Bagumbayan, Taguig City (near SM Bicutan)",Not Specified,Not Specified,2,2,Engineering
